SerialNumber,Test Pass/Fail Status,errCode,errStr,TesterID,config,StartTime,EndTime,TestTime,INIT::TSTR_SW,INIT::LIGHT_SOURCE,INIT::SPECTROMETER,INIT::CG_SN,UNIF::INT_AVG,UNIF::INT_PCT_MAX,UNIF::INT_PCT_MIN,UNIF::INT_DRK_PXL_CNT_PCT,UNIF::INT_HOT_PXL_CNT_PCT,UNIF::EXT_PCT_MAX,UNIF::EXT_PCT_MIN,UNIF::LF_INT_PCT_MAX,UNIF::LF_INT_PCT_MIN,UNIF::LF_INT_DRK_PXL_CNT_PCT,UNIF::LF_INT_HOT_PXL_CNT_PCT,UNIF::LF_EXT_PCT_MAX,UNIF::LF_EXT_PCT_MIN,UNIF::HF_INT_PCT_MAX,UNIF::HF_INT_PCT_MIN,UNIF::HF_INT_DRK_PXL_CNT_PCT,UNIF::HF_INT_HOT_PXL_CNT_PCT,UNIF::HF_EXT_PCT_MAX,UNIF::HF_EXT_PCT_MIN,T::TP1_XPOS,T::TP1_YPOS,T::TP1_APOS,T::TP1_T_PCT_400,T::TP1_T_PCT_410,T::TP1_T_PCT_420,T::TP1_T_PCT_450,T::TP1_T_PCT_500,T::TP1_T_PCT_550,T::TP1_T_PCT_600,T::TP1_T_PCT_650,T::TP1_T_PCT_700,T::TP1_T_PCT_750,T::TP1_T_PCT_800,T::TP1_T_PCT_850,T::TP1_T_PCT_900,T::TP1_T_PCT_950,T::TP1_T_PCT_1000,T::TP1_T_PCT_1050,T::TP1_T_PCT_1100,T::TP1_TILT_400,T::TP1_TILT_450,T::TP1_TILT_500,T::TP1_TILT_550,T::TP1_TILT_600,T::TP1_TILT_650,T::TP1_TILT_700,T::TP1_TILT_750,T::TP1_TILT_800,T::TP1_TILT_850,T::TP1_TILT_900,T::TP1_TILT_950,T::TP1_TILT_1000,T::TP1_TILT_1050,T::TP1_TILT_1100,T::TP2_XPOS,T::TP2_YPOS,T::TP2_APOS,T::TP2_T_PCT_400,T::TP2_T_PCT_410,T::TP2_T_PCT_420,T::TP2_T_PCT_450,T::TP2_T_PCT_500,T::TP2_T_PCT_550,T::TP2_T_PCT_600,T::TP2_T_PCT_650,T::TP2_T_PCT_700,T::TP2_T_PCT_750,T::TP2_T_PCT_800,T::TP2_T_PCT_850,T::TP2_T_PCT_900,T::TP2_T_PCT_950,T::TP2_T_PCT_1000,T::TP2_T_PCT_1050,T::TP2_T_PCT_1100,T::TP2_TILT_400,T::TP2_TILT_450,T::TP2_TILT_500,T::TP2_TILT_550,T::TP2_TILT_600,T::TP2_TILT_650,T::TP2_TILT_700,T::TP2_TILT_750,T::TP2_TILT_800,T::TP2_TILT_850,T::TP2_TILT_900,T::TP2_TILT_950,T::TP2_TILT_1000,T::TP2_TILT_1050,T::TP2_TILT_1100,T::TP3_XPOS,T::TP3_YPOS,T::TP3_APOS,T::TP3_T_PCT_410,T::TP3_T_PCT_420,T::TP3_T_PCT_400,T::TP3_T_PCT_450,T::TP3_T_PCT_500,T::TP3_T_PCT_550,T::TP3_T_PCT_600,T::TP3_T_PCT_650,T::TP3_T_PCT_700,T::TP3_T_PCT_750,T::TP3_T_PCT_800,T::TP3_T_PCT_850,T::TP3_T_PCT_900,T::TP3_T_PCT_950,T::TP3_T_PCT_1000,T::TP3_T_PCT_1050,T::TP3_T_PCT_1100,T::TP3_TILT_400,T::TP3_TILT_450,T::TP3_TILT_500,T::TP3_TILT_550,T::TP3_TILT_600,T::TP3_TILT_650,T::TP3_TILT_700,T::TP3_TILT_750,T::TP3_TILT_800,T::TP3_TILT_850,T::TP3_TILT_900,T::TP3_TILT_950,T::TP3_TILT_1000,T::TP3_TILT_1050,T::TP3_TILT_1100,T::TP4_XPOS,T::TP4_YPOS,T::TP4_APOS,T::TP4_T_PCT_410,T::TP4_T_PCT_420,T::TP4_T_PCT_400,T::TP4_T_PCT_450,T::TP4_T_PCT_500,T::TP4_T_PCT_550,T::TP4_T_PCT_600,T::TP4_T_PCT_650,T::TP4_T_PCT_700,T::TP4_T_PCT_750,T::TP4_T_PCT_800,T::TP4_T_PCT_850,T::TP4_T_PCT_900,T::TP4_T_PCT_950,T::TP4_T_PCT_1000,T::TP4_T_PCT_1050,T::TP4_T_PCT_1100,T::TP4_TILT_400,T::TP4_TILT_450,T::TP4_TILT_500,T::TP4_TILT_550,T::TP4_TILT_600,T::TP4_TILT_650,T::TP4_TILT_700,T::TP4_TILT_750,T::TP4_TILT_800,T::TP4_TILT_850,T::TP4_TILT_900,T::TP4_TILT_950,T::TP4_TILT_1000,T::TP4_TILT_1050,T::TP4_TILT_1100,T::TP5_XPOS,T::TP5_YPOS,T::TP5_APOS,T::TP5_T_PCT_410,T::TP5_T_PCT_420,T::TP5_T_PCT_400,T::TP5_T_PCT_450,T::TP5_T_PCT_500,T::TP5_T_PCT_550,T::TP5_T_PCT_600,T::TP5_T_PCT_650,T::TP5_T_PCT_700,T::TP5_T_PCT_750,T::TP5_T_PCT_800,T::TP5_T_PCT_850,T::TP5_T_PCT_900,T::TP5_T_PCT_950,T::TP5_T_PCT_1000,T::TP5_T_PCT_1050,T::TP5_T_PCT_1100,T::TP5_TILT_400,T::TP5_TILT_450,T::TP5_TILT_500,T::TP5_TILT_550,T::TP5_TILT_600,T::TP5_TILT_650,T::TP5_TILT_700,T::TP5_TILT_750,T::TP5_TILT_800,T::TP5_TILT_850,T::TP5_TILT_900,T::TP5_TILT_950,T::TP5_TILT_1000,T::TP5_TILT_1050,T::TP5_TILT_1100,T::T_PCT_STDEV_400,T::T_PCT_STDEV_450,T::T_PCT_STDEV_500,T::T_PCT_STDEV_550,T::T_PCT_STDEV_600,T::T_PCT_STDEV_650,T::T_PCT_STDEV_700,T::T_PCT_STDEV_750,T::T_PCT_STDEV_800,T::T_PCT_STDEV_850,T::T_PCT_STDEV_900,T::T_PCT_STDEV_950,T::T_PCT_STDEV_1000,T::T_PCT_STDEV_1050,T::T_PCT_STDEV_1100,POST::FDR_POST_RESULT,POST::FDR_POST_TIME,POST::FDR_CONFIRM_RESULT,POST::FDR_CONFIRM_TIME
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363270627HL9509,PASS,0,,Machine04A_golden,,10/8/2016 18:06,10/8/2016 18:06,7.248,Version 16.8.10.12,LS,CAS140,20363270627HL9502111651139786161079711806743,193.018647,31.593503,-46.63728,27.133253,25.688133,31.593503,-92.22873,31.075419,-28.504317,27.008507,24.696638,24.858403,-74.095767,13.988286,-49.218043,0.623734,0.651276,13.988286,-51.808466,1315.568237,975.720093,-0.005662,1.584149,1.7394,1.903162,2.326047,3.114931,3.99847,4.533522,5.420769,6.51126,9.130713,11.756763,13.686746,16.05316,18.20145,19.999142,21.452288,22.274359,39.618889,58.173424,77.903084,100,113.381432,135.571106,162.843796,228.355225,294.031586,342.299591,401.482574,455.210388,500.169891,536.512451,557.072144,1315.568237,975.720093,-0.005662,1.563966,1.709073,1.862596,2.288931,3.068283,3.924353,4.472887,5.36985,6.43494,9.015653,11.677271,13.549696,15.907229,18.069168,19.810734,21.290504,22.178041,39.852837,58.326321,78.185707,100,113.977692,136.834015,163.974548,229.736038,297.559143,345.272125,405.346527,460.436859,504.815308,542.522644,565.138794,1315.568237,975.720093,-0.005662,1.615373,1.751576,1.494914,2.143339,2.892467,3.707226,4.229595,5.106931,6.111153,8.626028,11.207269,13.055511,15.381724,17.55777,19.238621,20.732088,21.650923,40.324318,57.815163,78.022423,100,114.090561,137.756134,164.844376,232.681488,302.308777,352.16391,414.911987,473.609406,518.94928,559.234558,584.019531,1315.568237,975.720093,-0.005662,1.623689,1.761883,1.491622,2.173254,2.921974,3.759005,4.27908,5.146053,6.178364,8.715585,11.368048,13.210169,15.507492,17.689827,19.406206,20.891941,21.703621,39.68129,57.814617,77.732643,100,113.835434,136.899323,164.361664,231.858795,302.421692,351.427246,412.54245,470.598602,516.259094,555.783752,577.376709,1315.568237,975.720093,-0.005662,1.565138,1.706683,1.428354,2.094391,2.810215,3.609479,4.12157,4.95119,5.942181,8.448689,10.998263,12.829563,15.120287,17.242361,18.984554,20.452032,21.218002,39.5723,58.024746,77.856514,100,114.187386,137.171844,164.627106,234.069473,304.704987,355.440796,418.904938,477.696594,525.963806,566.619995,587.841064,0.062466,0.098413,0.126648,0.159248,0.171697,0.194333,0.234831,0.281019,0.317689,0.351927,0.382717,0.388563,0.414657,0.40808,0.429547,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363270590HL950W,PASS,0,,Machine04A_golden,,10/8/2016 18:06,10/8/2016 18:06,7.109,Version 16.8.10.12,LS,CAS140,20363270590HL9502112651124753158079639794743,195.644957,29.827011,-75.465762,24.116646,23.83313,29.827011,-92.333051,28.804751,-30.997455,23.110571,21.924665,24.204581,-70.865592,13.800509,-51.112996,1.070879,0.660996,13.800509,-51.112996,1405.096558,974.188782,0.00103,1.425704,1.559337,1.705783,2.074167,2.786036,3.590097,4.095237,4.915572,5.913867,8.347219,10.874045,12.70225,15.015223,17.163862,18.889425,20.252087,21.129963,39.712135,57.7747,77.603355,100,114.070381,136.920334,164.727234,232.506775,302.890045,353.813599,418.240082,478.089142,526.153687,564.109802,588.5625,1405.096558,974.188782,0.00103,1.47159,1.609621,1.752678,2.118896,2.839244,3.624025,4.150725,4.977621,5.973679,8.403726,10.982238,12.795529,15.113069,17.258772,19.016562,20.418159,21.241081,40.606495,58.468021,78.345047,100,114.533554,137.350601,164.83548,231.889267,303.039795,353.075073,417.024384,476.232147,524.735901,563.411072,586.11853,1405.096558,974.188782,0.00103,1.565931,1.702242,1.432397,2.059092,2.761277,3.532238,4.032154,4.847798,5.821749,8.220722,10.742867,12.554992,14.824343,16.988472,18.65406,20.132875,20.913212,40.552105,58.294254,78.173584,100,114.152931,137.24437,164.817566,232.734085,304.137665,355.440125,419.686951,480.954895,528.108765,569.974976,592.066833,1405.096558,974.188782,0.00103,1.587977,1.725955,1.449846,2.096263,2.805996,3.594508,4.080571,4.891799,5.882258,8.258378,10.801257,12.575012,14.851912,16.993401,18.732239,20.165575,21.067896,40.335037,58.318489,78.063438,100,113.5224,136.090927,163.645737,229.749893,300.493347,349.83963,413.183502,472.760162,521.135071,561.010742,586.113525,1405.096558,974.188782,0.00103,1.474738,1.612432,1.33942,1.967205,2.635957,3.369148,3.856249,4.618514,5.562119,7.906239,10.378778,12.136338,14.378196,16.566841,18.214981,19.681604,20.484694,39.755466,58.388813,78.238098,100,114.457703,137.082581,165.089798,234.665863,308.053528,360.219849,426.76062,491.722046,540.640625,584.171631,608.008179,0.050398,0.058196,0.07794,0.102191,0.112626,0.137772,0.15987,0.193388,0.22893,0.252582,0.282338,0.265261,0.305972,0.273986,0.29469,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363271645HL9502,PASS,0,,Machine04A_golden,,10/8/2016 18:07,10/8/2016 18:07,7.127,Version 16.8.10.12,LS,CAS140,20363271645HL9502111651148802159080758798743,185.148805,30.165571,-67.053528,19.868773,20.643175,26.384829,-90.818196,25.844722,-40.048222,20.396923,16.066423,13.422282,-76.235331,14.582865,-37.807427,0.427703,0.127987,14.582865,-42.128276,1486.619629,980.820862,0.005028,1.687369,1.814295,1.954932,2.381021,3.161051,4.018315,4.538619,5.421318,6.487879,9.063106,11.693018,13.544708,15.965816,18.150728,19.902489,21.292864,22.333727,41.991951,59.254211,78.666084,100,112.948311,134.915192,161.457687,225.544907,290.993042,337.07431,397.326141,451.699982,495.294342,529.895325,555.798218,1486.619629,980.820862,0.005028,1.529532,1.65544,1.795078,2.182422,2.907546,3.711577,4.202049,5.053297,6.062544,8.53121,11.122088,12.965594,15.243296,17.358973,19.16375,20.544544,21.349314,41.209759,58.800392,78.337219,100,113.214661,136.149612,163.341492,229.854065,299.659393,349.328461,410.695984,467.698059,516.32373,553.526062,575.20874,1486.619629,980.820862,0.005028,1.624424,1.754975,1.500028,2.129797,2.831537,3.639079,4.112882,4.945351,5.933251,8.366836,10.908925,12.70478,14.984099,17.135654,18.79071,20.254839,21.179682,41.219997,58.52573,77.809166,100,113.019859,135.895676,163.042648,229.916306,299.771606,349.120758,411.75528,470.878876,516.359009,556.592468,582.006714,1486.619629,980.820862,0.005028,1.601078,1.72617,1.487117,2.104533,2.798129,3.588605,4.046329,4.86739,5.843909,8.228064,10.762974,12.553386,14.781722,16.924923,18.582098,20.063042,20.889194,41.439976,58.644867,77.972603,100,112.754906,135.634583,162.846252,229.283051,299.920807,349.812378,411.907196,471.629578,517.808411,559.076294,582.097839,1486.619629,980.820862,0.005028,1.408943,1.547933,1.275309,1.907174,2.558061,3.284898,3.740119,4.502499,5.450144,7.770031,10.236653,11.955995,14.188341,16.341852,18.022036,19.460615,20.210581,38.823414,58.058853,77.873375,100,113.858009,137.066635,165.915161,236.53801,311.627747,363.968536,431.926392,497.484344,548.633057,592.426819,615.257507,0.147093,0.169894,0.216977,0.262976,0.287855,0.33151,0.375239,0.470137,0.53082,0.580745,0.650644,0.660272,0.699656,0.671872,0.771899,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363270627HL9509,PASS,0,,Machine04A_golden,,10/8/2016 18:07,10/8/2016 18:07,7.084,Version 16.8.10.12,LS,CAS140,20363270627HL9502111651139786161079711806743,194.215148,30.782796,-49.540496,26.229242,25.006077,30.782796,-91.761714,30.267903,-26.370316,26.128796,23.713245,23.059402,-71.680891,13.902108,-49.429718,0.630215,0.644795,13.902108,-51.48929,1422.387207,987.247803,0.002041,1.609645,1.750953,1.906078,2.322393,3.110256,4.003039,4.538673,5.437152,6.49892,9.126708,11.743141,13.667437,16.033636,18.233664,19.968933,21.424109,22.323032,40.210579,58.015759,77.69738,100,113.380692,135.825607,162.34967,227.994492,293.355652,341.426514,400.536591,455.495544,498.84433,535.196106,557.652161,1422.387207,987.247803,0.002041,1.582111,1.742167,1.902586,2.325306,3.108134,3.983335,4.523141,5.426869,6.49101,9.103192,11.753661,13.655511,16.00301,18.163923,19.92515,21.397524,22.386881,39.718254,58.37587,78.02845,100,113.55162,136.239365,162.954178,228.531952,295.070923,342.816071,401.749084,455.997955,500.212799,537.176208,562.01355,1422.387207,987.247803,0.002041,1.623025,1.772292,1.4807,2.181247,2.91733,3.765361,4.289968,5.143984,6.170802,8.723937,11.325094,13.163209,15.5006,17.681995,19.400494,20.813599,21.841169,39.324249,57.929276,77.478081,100,113.932442,136.613312,163.883392,231.68927,300.770477,349.586884,411.663055,469.596283,515.235962,552.765015,580.055115,1422.387207,987.247803,0.002041,1.643124,1.773471,1.516824,2.180542,2.926402,3.771119,4.294218,5.152614,6.19841,8.732406,11.378134,13.203143,15.532609,17.6999,19.415003,20.875814,21.646908,40.222118,57.822144,77.600357,100,113.871178,136.633545,164.36525,231.560043,301.717682,350.112061,411.88327,469.354004,514.833984,553.57074,574.018066,1422.387207,987.247803,0.002041,1.548203,1.710913,1.384138,2.105229,2.816189,3.633775,4.116929,4.958344,5.95778,8.440726,10.9992,12.825427,15.104083,17.265779,18.992044,20.39253,21.304443,38.090916,57.935059,77.500374,100,113.296211,136.451614,163.955704,232.285355,302.693512,352.950562,415.658234,475.147247,522.65332,561.194153,586.289673,0.089115,0.097162,0.12935,0.157793,0.17789,0.205342,0.231018,0.28934,0.316865,0.358701,0.388832,0.396684,0.408554,0.434517,0.45777,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363272052HL9505,PASS,0,,Machine04A_golden,,10/8/2016 18:07,10/8/2016 18:07,7.118,Version 16.8.10.12,LS,CAS140,20363272052HL9502112651140789158079716795743,194.595172,30.52739,-84.069492,24.869987,23.750505,30.52739,-92.29169,30.013503,-36.277967,24.562172,23.144592,27.444066,-69.680646,13.874959,-51.388736,0.954232,1.009315,13.874959,-51.388736,1281.35437,968.140564,-0.001995,1.438506,1.589486,1.748595,2.125762,2.840782,3.622434,4.119524,4.928526,5.91874,8.358902,10.86165,12.694852,14.95357,17.077845,18.821957,20.164845,20.98303,39.71104,58.683247,78.421913,100,113.722527,136.055649,163.391235,230.753738,299.843994,350.450867,412.804474,471.446655,519.594177,556.665588,579.252258,1281.35437,968.140564,-0.001995,1.497974,1.637439,1.784064,2.173589,2.902243,3.683609,4.187581,5.00304,6.005165,8.443414,10.98838,12.826101,15.10235,17.258228,18.929314,20.376141,21.239843,40.66592,59.007053,78.788033,100,113.681473,135.818985,163.023941,229.21579,298.304749,348.193878,409.987885,468.514099,513.879517,553.156982,576.604187,1281.35437,968.140564,-0.001995,1.58472,1.741238,1.430458,2.114351,2.806412,3.575089,4.071721,4.859813,5.839457,8.241964,10.737976,12.567507,14.803014,16.946348,18.611156,20.080191,20.985813,40.011803,59.14122,78.499092,100,113.891457,135.935425,163.337372,230.538696,300.355469,351.529877,414.059967,474.011902,520.578796,561.669617,587.001099,1281.35437,968.140564,-0.001995,1.593846,1.747104,1.447581,2.114649,2.810764,3.574406,4.050955,4.850784,5.812078,8.195914,10.717883,12.509653,14.73286,16.895466,18.601761,20.029022,21.042927,40.498505,59.160851,78.635834,100,113.33226,135.708801,162.6026,229.294449,299.850739,349.978485,412.176422,472.678955,520.415405,560.345459,588.711121,1281.35437,968.140564,-0.001995,1.530927,1.663839,1.412373,2.022616,2.674519,3.413851,3.868688,4.625651,5.547654,7.903594,10.346152,12.092954,14.31119,16.448616,18.124237,19.5735,20.371286,41.37183,59.247337,78.343155,100,113.32328,135.496567,162.504272,231.515472,303.063965,354.232025,419.209564,481.819977,530.903015,573.355408,596.724487,0.032134,0.0547,0.083334,0.100011,0.118995,0.14138,0.17215,0.206155,0.240645,0.277194,0.298567,0.301111,0.309284,0.294882,0.32661,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363270590HL950W,PASS,0,,Machine04A_golden,,10/8/2016 18:07,10/8/2016 18:07,7.098,Version 16.8.10.12,LS,CAS140,20363270590HL9502112651124753158079639794743,192.20465,32.150809,-73.465782,25.375456,27.329285,32.150809,-92.195818,31.110252,-36.525989,24.806805,25.973269,27.988579,-67.222437,14.047527,-52.027878,1.053058,0.490887,14.047527,-52.027878,1161.019897,956.694824,-0.010025,1.45917,1.580052,1.703799,2.072066,2.785801,3.594777,4.080187,4.912556,5.903426,8.325542,10.866179,12.697084,14.961431,17.098379,18.858408,20.250294,20.89827,40.591381,57.641006,77.495796,100,113.503204,136.658157,164.222305,231.601089,302.276855,353.209259,416.199158,475.645081,524.605774,563.325439,581.350952,1161.019897,956.694824,-0.010025,1.496027,1.603877,1.714079,2.090273,2.812961,3.599951,4.096539,4.926691,5.907794,8.329886,10.870034,12.695451,14.960577,17.119705,18.803379,20.275517,21.14444,41.556862,58.063934,78.138863,100,113.794289,136.854401,164.107651,231.388901,301.949524,352.656219,415.577271,475.553833,522.323242,563.216492,587.353577,1161.019897,956.694824,-0.010025,1.589103,1.691252,1.50816,2.049214,2.754642,3.527598,4.007912,4.824564,5.806024,8.187304,10.701527,12.524925,14.756336,16.921337,18.574903,20.092291,21.01652,42.753159,58.090931,78.088341,100,113.615906,136.766281,164.588593,232.092926,303.365845,355.055389,418.311218,479.684448,526.55957,569.574341,595.774292,1161.019897,956.694824,-0.010025,1.586622,1.70716,1.472716,2.068421,2.766767,3.538208,4.022796,4.837947,5.808412,8.194413,10.733377,12.513634,14.762933,16.941839,18.664318,20.115026,21.155418,41.623215,58.459568,78.196838,100,113.695862,136.73439,164.162537,231.597855,303.356323,353.671539,417.243256,478.825439,527.50769,568.508911,597.913391,1161.019897,956.694824,-0.010025,1.505915,1.611821,1.410991,1.952647,2.614872,3.364576,3.845404,4.610172,5.546574,7.914088,10.382405,12.124851,14.349598,16.488731,18.183163,19.68471,20.501717,41.936672,58.035469,77.717743,100,114.290894,137.020905,164.852097,235.217972,308.579895,360.367859,426.490509,490.068634,540.429565,585.057617,609.34021,0.037877,0.054465,0.077076,0.095398,0.099591,0.126779,0.147049,0.168889,0.198706,0.233431,0.24962,0.253965,0.26704,0.237063,0.268252,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363271645HL9502,PASS,0,,Machine04A_golden,,10/8/2016 18:07,10/8/2016 18:08,7.052,Version 16.8.10.12,LS,CAS140,20363271645HL9502111651148802159080758798743,183.888036,33.777056,-63.020976,22.243824,25.770756,31.05801,-91.299053,29.970392,-42.356228,22.682867,22.328068,16.375162,-74.440969,14.682848,-35.347596,0.429324,0.131227,14.682848,-44.592352,1307.705566,968.747742,-0.001848,1.690346,1.826693,1.974753,2.385465,3.172918,4.009922,4.542789,5.424727,6.49297,9.069984,11.686842,13.570501,15.947483,18.117315,19.899202,21.305075,22.256561,42.154083,59.489071,79.126694,100,113.288727,135.282623,161.922623,226.188568,291.448151,338.423096,397.700623,451.812225,496.249146,531.309021,555.037292,1307.705566,968.747742,-0.001848,1.493692,1.637094,1.790314,2.168836,2.913304,3.698636,4.196062,5.063117,6.056064,8.514364,11.11834,12.92811,15.228678,17.393124,19.08321,20.540667,21.491894,40.384949,58.638809,78.766975,100,113.448891,136.891449,163.737747,230.20282,300.606476,349.537231,411.737671,470.257751,515.952637,555.35791,581.076172,1307.705566,968.747742,-0.001848,1.602348,1.731766,1.481068,2.102338,2.795259,3.576958,4.062883,4.897686,5.862281,8.282437,10.809555,12.613279,14.856758,17.013794,18.640148,20.162876,20.923977,41.405792,58.774448,78.146248,100,113.584854,136.923218,163.890106,231.549713,302.199615,352.625824,415.34613,475.64975,521.117249,563.687744,584.965637,1307.705566,968.747742,-0.001848,1.565407,1.710293,1.424553,2.084208,2.779944,3.550336,4.032906,4.837458,5.82753,8.219585,10.767591,12.531239,14.781846,16.931061,18.609758,20.131563,20.807392,40.124451,58.704506,78.300865,100,113.592216,136.253494,164.140244,231.515671,303.283661,352.959198,416.350616,476.886078,524.168884,567.032593,586.068176,1307.705566,968.747742,-0.001848,1.426023,1.552186,1.305267,1.883187,2.540004,3.245122,3.710021,4.437997,5.363455,7.67917,10.10295,11.818728,14.05568,16.161482,17.833611,19.28264,20.038015,40.222446,58.031307,78.271454,100,114.32608,136.759033,165.277466,236.637329,311.327301,364.199829,433.132568,498.023834,549.55127,594.203857,617.48114,0.139673,0.180565,0.230116,0.27631,0.301187,0.358513,0.408788,0.504215,0.57614,0.636819,0.690382,0.713252,0.755519,0.73299,0.826977,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20363270627HL9509,PASS,0,,Machine04A_golden,,10/8/2016 18:08,10/8/2016 18:08,7.066,Version 16.8.10.12,LS,CAS140,20363270627HL9502111651139786161079711806743,192.574403,31.897073,-48.072019,28.228432,26.686108,31.897073,-92.730083,31.377793,-29.897225,28.102064,25.508303,26.184995,-75.074569,14.020555,-50.370142,0.602673,0.670717,14.020555,-51.927981,1276.626831,978.020752,-0.003792,1.527951,1.70479,1.879605,2.309767,3.095376,3.972183,4.525448,5.410548,6.483593,9.116825,11.74083,13.638676,16.001234,18.197031,19.95697,21.397602,22.371077,38.46627,58.148575,77.926323,100,113.928513,136.210968,163.22496,229.516769,295.576324,343.354706,402.832306,458.111664,502.418274,538.686279,563.193542,1276.626831,978.020752,-0.003792,1.5831,1.720101,1.86567,2.283839,3.067873,3.933504,4.46512,5.350024,6.426559,9.012878,11.655724,13.52194,15.860709,18.07196,19.745754,21.264513,22.214699,40.246548,58.061199,77.993393,100,113.515076,136.011673,163.38002,229.131027,296.319092,343.763245,403.220886,459.436707,501.988922,540.599792,564.755981,1276.626831,978.020752,-0.003792,1.598564,1.751564,1.450577,2.135309,2.874169,3.707109,4.214674,5.069265,6.101021,8.610194,11.182767,13.043355,15.345287,17.535072,19.187782,20.677988,21.625443,39.129604,57.600391,77.531273,100,113.691673,136.744446,164.576263,232.261703,301.657379,351.847107,413.9422,473.012054,517.594299,557.792847,583.350647,1276.626831,978.020752,-0.003792,1.595853,1.741574,1.4537,2.137598,2.87791,3.706136,4.220392,5.070491,6.102427,8.605488,11.216291,13.076732,15.362593,17.516516,19.284651,20.714373,21.645548,39.224129,57.677261,77.652573,100,113.875809,136.8134,164.657379,232.195694,302.641144,352.840027,414.517792,472.635559,520.343872,558.921021,584.046204,1276.626831,978.020752,-0.003792,1.558222,1.700545,1.418577,2.085688,2.795329,3.600181,4.109033,4.919159,5.926862,8.426837,10.988433,12.815447,15.070487,17.262041,18.951521,20.363142,21.284872,39.402939,57.932861,77.644135,100,114.134071,136.636429,164.62677,234.067032,305.218903,355.966766,418.603607,479.477081,526.404663,565.614441,591.216736,0.067136,0.099709,0.131899,0.160879,0.178842,0.208,0.237355,0.29514,0.325023,0.347076,0.388815,0.398969,0.414134,0.433325,0.451047,0,0,0,0
